country,placename,frequency,start_date,end_date,year,month,week,deaths,expected_deaths,excess_deaths,baseline
Finland,NA,weekly,2020-07-13,2020-07-19,2020,7,29,1023,982,41,2017-2019 historical data
Finland,NA,weekly,2020-07-20,2020-07-26,2020,7,30,964,1004,-40,2017-2019 historical data
Finland,NA,weekly,2020-07-27,2020-08-02,2020,8,31,982,969,13,2017-2019 historical data
Finland,NA,weekly,2020-08-03,2020-08-09,2020,8,32,954,944,10,2017-2019 historical data
Finland,NA,weekly,2020-08-10,2020-08-16,2020,8,33,977,950,27,2017-2019 historical data
Finland,NA,weekly,2020-08-17,2020-08-23,2020,8,34,1017,947,70,2017-2019 historical data
Finland,NA,weekly,2020-08-24,2020-08-30,2020,8,35,988,956,32,2017-2019 historical data
Finland,NA,weekly,2020-08-31,2020-09-06,2020,9,36,979,976,3,2017-2019 historical data
Finland,NA,weekly,2020-09-07,2020-09-13,2020,9,37,1123,979,144,2017-2019 historical data
Finland,NA,weekly,2020-09-14,2020-09-20,2020,9,38,1042,981,61,2017-2019 historical data
Finland,NA,weekly,2020-09-21,2020-09-27,2020,9,39,1085,1011,74,2017-2019 historical data
Finland,NA,weekly,2020-09-28,2020-10-04,2020,10,40,978,1046,-68,2017-2019 historical data
Finland,NA,weekly,2020-10-05,2020-10-11,2020,10,41,982,1019,-37,2017-2019 historical data
Finland,NA,weekly,2020-10-12,2020-10-18,2020,10,42,1072,1019,53,2017-2019 historical data
Finland,NA,weekly,2020-10-19,2020-10-25,2020,10,43,1072,1035,37,2017-2019 historical data
Finland,NA,weekly,2020-10-26,2020-11-01,2020,11,44,1126,1052,74,2017-2019 historical data
Finland,NA,weekly,2020-11-02,2020-11-08,2020,11,45,1036,1002,34,2017-2019 historical data
Finland,NA,weekly,2020-11-09,2020-11-15,2020,11,46,1020,988,32,2017-2019 historical data
Finland,NA,weekly,2020-11-16,2020-11-22,2020,11,47,1112,988,124,2017-2019 historical data
Finland,NA,weekly,2020-11-23,2020-11-29,2020,11,48,1093,1017,76,2017-2019 historical data
Finland,NA,weekly,2020-11-30,2020-12-06,2020,12,49,1093,1058,35,2017-2019 historical data
Finland,NA,weekly,2020-12-07,2020-12-13,2020,12,50,1072,1058,14,2017-2019 historical data
Finland,NA,weekly,2020-12-14,2020-12-20,2020,12,51,1004,1085,-81,2017-2019 historical data
Finland,NA,weekly,2019-01-07,2019-01-13,2019,1,2,1125,NA,NA,NA
Finland,NA,weekly,2019-01-14,2019-01-20,2019,1,3,1171,NA,NA,NA
Finland,NA,weekly,2019-01-21,2019-01-27,2019,1,4,1134,NA,NA,NA
Finland,NA,weekly,2019-01-28,2019-02-03,2019,2,5,1141,NA,NA,NA
Finland,NA,weekly,2019-02-04,2019-02-10,2019,2,6,1170,NA,NA,NA
Finland,NA,weekly,2019-02-11,2019-02-17,2019,2,7,1089,NA,NA,NA
Finland,NA,weekly,2019-02-18,2019-02-24,2019,2,8,1058,NA,NA,NA
Finland,NA,weekly,2019-02-25,2019-03-03,2019,3,9,1070,NA,NA,NA
Finland,NA,weekly,2019-03-04,2019-03-10,2019,3,10,1085,NA,NA,NA
Finland,NA,weekly,2019-03-11,2019-03-17,2019,3,11,1154,NA,NA,NA
Finland,NA,weekly,2019-03-18,2019-03-24,2019,3,12,1047,NA,NA,NA
Finland,NA,weekly,2019-03-25,2019-03-31,2019,3,13,1072,NA,NA,NA
Finland,NA,weekly,2019-04-01,2019-04-07,2019,4,14,1033,NA,NA,NA
Finland,NA,weekly,2019-04-08,2019-04-14,2019,4,15,1058,NA,NA,NA
Finland,NA,weekly,2019-04-15,2019-04-21,2019,4,16,1024,NA,NA,NA
Finland,NA,weekly,2019-04-22,2019-04-28,2019,4,17,1001,NA,NA,NA
Finland,NA,weekly,2019-04-29,2019-05-05,2019,5,18,1090,NA,NA,NA
Finland,NA,weekly,2019-05-06,2019-05-12,2019,5,19,972,NA,NA,NA
Finland,NA,weekly,2019-05-13,2019-05-19,2019,5,20,993,NA,NA,NA
Finland,NA,weekly,2019-05-20,2019-05-26,2019,5,21,927,NA,NA,NA
Finland,NA,weekly,2019-05-27,2019-06-02,2019,6,22,919,NA,NA,NA
Finland,NA,weekly,2019-06-03,2019-06-09,2019,6,23,1053,NA,NA,NA
Finland,NA,weekly,2019-06-10,2019-06-16,2019,6,24,934,NA,NA,NA
Finland,NA,weekly,2019-06-17,2019-06-23,2019,6,25,962,NA,NA,NA
Finland,NA,weekly,2019-06-24,2019-06-30,2019,6,26,895,NA,NA,NA
Finland,NA,weekly,2019-07-01,2019-07-07,2019,7,27,949,NA,NA,NA
Finland,NA,weekly,2019-07-08,2019-07-14,2019,7,28,983,NA,NA,NA
Finland,NA,weekly,2019-07-15,2019-07-21,2019,7,29,962,NA,NA,NA
Finland,NA,weekly,2019-07-22,2019-07-28,2019,7,30,1022,NA,NA,NA
Finland,NA,weekly,2019-07-29,2019-08-04,2019,8,31,922,NA,NA,NA
Finland,NA,weekly,2019-08-05,2019-08-11,2019,8,32,958,NA,NA,NA
Finland,NA,weekly,2019-08-12,2019-08-18,2019,8,33,923,NA,NA,NA
Finland,NA,weekly,2019-08-19,2019-08-25,2019,8,34,992,NA,NA,NA
Finland,NA,weekly,2019-08-26,2019-09-01,2019,9,35,966,NA,NA,NA
Finland,NA,weekly,2019-09-02,2019-09-08,2019,9,36,986,NA,NA,NA
Finland,NA,weekly,2019-09-09,2019-09-15,2019,9,37,990,NA,NA,NA
Finland,NA,weekly,2019-09-16,2019-09-22,2019,9,38,1007,NA,NA,NA
Finland,NA,weekly,2019-09-23,2019-09-29,2019,9,39,1047,NA,NA,NA
Finland,NA,weekly,2019-09-30,2019-10-06,2019,10,40,1050,NA,NA,NA
Finland,NA,weekly,2019-10-07,2019-10-13,2019,10,41,1090,NA,NA,NA
Finland,NA,weekly,2019-10-14,2019-10-20,2019,10,42,1052,NA,NA,NA
Finland,NA,weekly,2019-10-21,2019-10-27,2019,10,43,1081,NA,NA,NA
Finland,NA,weekly,2019-10-28,2019-11-03,2019,11,44,1101,NA,NA,NA
Finland,NA,weekly,2019-11-04,2019-11-10,2019,11,45,997,NA,NA,NA
Finland,NA,weekly,2019-11-11,2019-11-17,2019,11,46,1014,NA,NA,NA
Finland,NA,weekly,2019-11-18,2019-11-24,2019,11,47,970,NA,NA,NA
Finland,NA,weekly,2019-11-25,2019-12-01,2019,12,48,1024,NA,NA,NA
Finland,NA,weekly,2019-12-02,2019-12-08,2019,12,49,1097,NA,NA,NA
Finland,NA,weekly,2019-12-09,2019-12-15,2019,12,50,1053,NA,NA,NA
Finland,NA,weekly,2019-12-16,2019-12-22,2019,12,51,1105,NA,NA,NA
Finland,NA,weekly,2019-12-23,2019-12-29,2019,12,52,1089,NA,NA,NA
Finland,NA,weekly,2018-01-08,2018-01-14,2018,1,2,1091,NA,NA,NA
Finland,NA,weekly,2018-01-15,2018-01-21,2018,1,3,1083,NA,NA,NA
Finland,NA,weekly,2018-01-22,2018-01-28,2018,1,4,1131,NA,NA,NA
Finland,NA,weekly,2018-01-29,2018-02-04,2018,2,5,1186,NA,NA,NA
Finland,NA,weekly,2018-02-05,2018-02-11,2018,2,6,1110,NA,NA,NA
Finland,NA,weekly,2018-02-12,2018-02-18,2018,2,7,1143,NA,NA,NA
Finland,NA,weekly,2018-02-19,2018-02-25,2018,2,8,1173,NA,NA,NA
Finland,NA,weekly,2018-02-26,2018-03-04,2018,3,9,1247,NA,NA,NA
Finland,NA,weekly,2018-03-05,2018-03-11,2018,3,10,1223,NA,NA,NA
Finland,NA,weekly,2018-03-12,2018-03-18,2018,3,11,1251,NA,NA,NA
Finland,NA,weekly,2018-03-19,2018-03-25,2018,3,12,1216,NA,NA,NA
Finland,NA,weekly,2018-03-26,2018-04-01,2018,4,13,1154,NA,NA,NA
Finland,NA,weekly,2018-04-02,2018-04-08,2018,4,14,1243,NA,NA,NA
Finland,NA,weekly,2018-04-09,2018-04-15,2018,4,15,1096,NA,NA,NA
Finland,NA,weekly,2018-04-16,2018-04-22,2018,4,16,1110,NA,NA,NA
Finland,NA,weekly,2018-04-23,2018-04-29,2018,4,17,1027,NA,NA,NA
Finland,NA,weekly,2018-04-30,2018-05-06,2018,5,18,1023,NA,NA,NA
Finland,NA,weekly,2018-05-07,2018-05-13,2018,5,19,980,NA,NA,NA
Finland,NA,weekly,2018-05-14,2018-05-20,2018,5,20,973,NA,NA,NA
Finland,NA,weekly,2018-05-21,2018-05-27,2018,5,21,909,NA,NA,NA
Finland,NA,weekly,2018-05-28,2018-06-03,2018,6,22,926,NA,NA,NA
Finland,NA,weekly,2018-06-04,2018-06-10,2018,6,23,944,NA,NA,NA
Finland,NA,weekly,2018-06-11,2018-06-17,2018,6,24,921,NA,NA,NA
Finland,NA,weekly,2018-06-18,2018-06-24,2018,6,25,954,NA,NA,NA
Finland,NA,weekly,2018-06-25,2018-07-01,2018,7,26,946,NA,NA,NA
Finland,NA,weekly,2018-07-02,2018-07-08,2018,7,27,961,NA,NA,NA
Finland,NA,weekly,2018-07-09,2018-07-15,2018,7,28,986,NA,NA,NA
Finland,NA,weekly,2018-07-16,2018-07-22,2018,7,29,1060,NA,NA,NA
Finland,NA,weekly,2018-07-23,2018-07-29,2018,7,30,1047,NA,NA,NA
Finland,NA,weekly,2018-07-30,2018-08-05,2018,8,31,1063,NA,NA,NA
Finland,NA,weekly,2018-08-06,2018-08-12,2018,8,32,919,NA,NA,NA
Finland,NA,weekly,2018-08-13,2018-08-19,2018,8,33,984,NA,NA,NA
Finland,NA,weekly,2018-08-20,2018-08-26,2018,8,34,943,NA,NA,NA
Finland,NA,weekly,2018-08-27,2018-09-02,2018,9,35,947,NA,NA,NA
Finland,NA,weekly,2018-09-03,2018-09-09,2018,9,36,941,NA,NA,NA
Finland,NA,weekly,2018-09-10,2018-09-16,2018,9,37,907,NA,NA,NA
Finland,NA,weekly,2018-09-17,2018-09-23,2018,9,38,997,NA,NA,NA
Finland,NA,weekly,2018-09-24,2018-09-30,2018,9,39,1012,NA,NA,NA
Finland,NA,weekly,2018-10-01,2018-10-07,2018,10,40,1059,NA,NA,NA
Finland,NA,weekly,2018-10-08,2018-10-14,2018,10,41,1004,NA,NA,NA
Finland,NA,weekly,2018-10-15,2018-10-21,2018,10,42,982,NA,NA,NA
Finland,NA,weekly,2018-10-22,2018-10-28,2018,10,43,999,NA,NA,NA
Finland,NA,weekly,2018-10-29,2018-11-04,2018,11,44,1021,NA,NA,NA
Finland,NA,weekly,2018-11-05,2018-11-11,2018,11,45,1031,NA,NA,NA
Finland,NA,weekly,2018-11-12,2018-11-18,2018,11,46,983,NA,NA,NA
Finland,NA,weekly,2018-11-19,2018-11-25,2018,11,47,995,NA,NA,NA
Finland,NA,weekly,2018-11-26,2018-12-02,2018,12,48,1038,NA,NA,NA
Finland,NA,weekly,2018-12-03,2018-12-09,2018,12,49,1063,NA,NA,NA
Finland,NA,weekly,2018-12-10,2018-12-16,2018,12,50,1065,NA,NA,NA
Finland,NA,weekly,2018-12-17,2018-12-23,2018,12,51,1037,NA,NA,NA
Finland,NA,weekly,2018-12-24,2018-12-30,2018,12,52,1193,NA,NA,NA
Finland,NA,weekly,2017-01-09,2017-01-15,2017,1,2,1335,NA,NA,NA
Finland,NA,weekly,2017-01-16,2017-01-22,2017,1,3,1208,NA,NA,NA
Finland,NA,weekly,2017-01-23,2017-01-29,2017,1,4,1145,NA,NA,NA
Finland,NA,weekly,2017-01-30,2017-02-05,2017,2,5,1116,NA,NA,NA
Finland,NA,weekly,2017-02-06,2017-02-12,2017,2,6,1106,NA,NA,NA
Finland,NA,weekly,2017-02-13,2017-02-19,2017,2,7,1122,NA,NA,NA
Finland,NA,weekly,2017-02-20,2017-02-26,2017,2,8,1124,NA,NA,NA
Finland,NA,weekly,2017-02-27,2017-03-05,2017,3,9,1083,NA,NA,NA
Finland,NA,weekly,2017-03-06,2017-03-12,2017,3,10,1048,NA,NA,NA
Finland,NA,weekly,2017-03-13,2017-03-19,2017,3,11,1021,NA,NA,NA
Finland,NA,weekly,2017-03-20,2017-03-26,2017,3,12,1065,NA,NA,NA
Finland,NA,weekly,2017-03-27,2017-04-02,2017,4,13,985,NA,NA,NA
Finland,NA,weekly,2017-04-03,2017-04-09,2017,4,14,1059,NA,NA,NA
Finland,NA,weekly,2017-04-10,2017-04-16,2017,4,15,998,NA,NA,NA
Finland,NA,weekly,2017-04-17,2017-04-23,2017,4,16,1055,NA,NA,NA
Finland,NA,weekly,2017-04-24,2017-04-30,2017,4,17,1006,NA,NA,NA
Finland,NA,weekly,2017-05-01,2017-05-07,2017,5,18,1079,NA,NA,NA
Finland,NA,weekly,2017-05-08,2017-05-14,2017,5,19,1049,NA,NA,NA
Finland,NA,weekly,2017-05-15,2017-05-21,2017,5,20,999,NA,NA,NA
Finland,NA,weekly,2017-05-22,2017-05-28,2017,5,21,995,NA,NA,NA
Finland,NA,weekly,2017-05-29,2017-06-04,2017,6,22,980,NA,NA,NA
Finland,NA,weekly,2017-06-05,2017-06-11,2017,6,23,1014,NA,NA,NA
Finland,NA,weekly,2017-06-12,2017-06-18,2017,6,24,1021,NA,NA,NA
Finland,NA,weekly,2017-06-19,2017-06-25,2017,6,25,993,NA,NA,NA
Finland,NA,weekly,2017-06-26,2017-07-02,2017,7,26,993,NA,NA,NA
Finland,NA,weekly,2017-07-03,2017-07-09,2017,7,27,929,NA,NA,NA
Finland,NA,weekly,2017-07-10,2017-07-16,2017,7,28,921,NA,NA,NA
Finland,NA,weekly,2017-07-17,2017-07-23,2017,7,29,925,NA,NA,NA
Finland,NA,weekly,2017-07-24,2017-07-30,2017,7,30,944,NA,NA,NA
Finland,NA,weekly,2017-07-31,2017-08-06,2017,8,31,923,NA,NA,NA
Finland,NA,weekly,2017-08-07,2017-08-13,2017,8,32,954,NA,NA,NA
Finland,NA,weekly,2017-08-14,2017-08-20,2017,8,33,943,NA,NA,NA
Finland,NA,weekly,2017-08-21,2017-08-27,2017,8,34,906,NA,NA,NA
Finland,NA,weekly,2017-08-28,2017-09-03,2017,9,35,954,NA,NA,NA
Finland,NA,weekly,2017-09-04,2017-09-10,2017,9,36,1001,NA,NA,NA
Finland,NA,weekly,2017-09-11,2017-09-17,2017,9,37,1040,NA,NA,NA
Finland,NA,weekly,2017-09-18,2017-09-24,2017,9,38,940,NA,NA,NA
Finland,NA,weekly,2017-09-25,2017-10-01,2017,10,39,974,NA,NA,NA
Finland,NA,weekly,2017-10-02,2017-10-08,2017,10,40,1030,NA,NA,NA
Finland,NA,weekly,2017-10-09,2017-10-15,2017,10,41,964,NA,NA,NA
Finland,NA,weekly,2017-10-16,2017-10-22,2017,10,42,1024,NA,NA,NA
Finland,NA,weekly,2017-10-23,2017-10-29,2017,10,43,1024,NA,NA,NA
Finland,NA,weekly,2017-10-30,2017-11-05,2017,11,44,1034,NA,NA,NA
Finland,NA,weekly,2017-11-06,2017-11-12,2017,11,45,977,NA,NA,NA
Finland,NA,weekly,2017-11-13,2017-11-19,2017,11,46,966,NA,NA,NA
Finland,NA,weekly,2017-11-20,2017-11-26,2017,11,47,998,NA,NA,NA
Finland,NA,weekly,2017-11-27,2017-12-03,2017,12,48,988,NA,NA,NA
Finland,NA,weekly,2017-12-04,2017-12-10,2017,12,49,1014,NA,NA,NA
Finland,NA,weekly,2017-12-11,2017-12-17,2017,12,50,1056,NA,NA,NA
Finland,NA,weekly,2017-12-18,2017-12-24,2017,12,51,1112,NA,NA,NA
Finland,NA,weekly,2017-12-25,2017-12-31,2017,12,52,1103,NA,NA,NA
France,NA,weekly,2010-01-11,2010-01-17,2010,1,2,11742,NA,NA,NA
France,NA,weekly,2010-01-18,2010-01-24,2010,1,3,11447,NA,NA,NA
France,NA,weekly,2010-01-25,2010-01-31,2010,1,4,11332,NA,NA,NA
France,NA,weekly,2010-02-01,2010-02-07,2010,2,5,11262,NA,NA,NA
France,NA,weekly,2010-02-08,2010-02-14,2010,2,6,11370,NA,NA,NA
France,NA,weekly,2010-02-15,2010-02-21,2010,2,7,11689,NA,NA,NA
France,NA,weekly,2010-02-22,2010-02-28,2010,2,8,11449,NA,NA,NA
France,NA,weekly,2010-03-01,2010-03-07,2010,3,9,10745,NA,NA,NA
France,NA,weekly,2010-03-08,2010-03-14,2010,3,10,11126,NA,NA,NA
France,NA,weekly,2010-03-15,2010-03-21,2010,3,11,11081,NA,NA,NA
France,NA,weekly,2010-03-22,2010-03-28,2010,3,12,10199,NA,NA,NA
France,NA,weekly,2010-03-29,2010-04-04,2010,4,13,10207,NA,NA,NA
France,NA,weekly,2010-04-05,2010-04-11,2010,4,14,10280,NA,NA,NA
France,NA,weekly,2010-04-12,2010-04-18,2010,4,15,10314,NA,NA,NA
France,NA,weekly,2010-04-19,2010-04-25,2010,4,16,10142,NA,NA,NA
France,NA,weekly,2010-04-26,2010-05-02,2010,5,17,10011,NA,NA,NA
France,NA,weekly,2010-05-03,2010-05-09,2010,5,18,9654,NA,NA,NA
France,NA,weekly,2010-05-10,2010-05-16,2010,5,19,9717,NA,NA,NA
France,NA,weekly,2010-05-17,2010-05-23,2010,5,20,10338,NA,NA,NA
France,NA,weekly,2010-05-24,2010-05-30,2010,5,21,9968,NA,NA,NA
France,NA,weekly,2010-05-31,2010-06-06,2010,6,22,9773,NA,NA,NA
France,NA,weekly,2010-06-07,2010-06-13,2010,6,23,9547,NA,NA,NA
France,NA,weekly,2010-06-14,2010-06-20,2010,6,24,9277,NA,NA,NA
France,NA,weekly,2010-06-21,2010-06-27,2010,6,25,10031,NA,NA,NA
France,NA,weekly,2010-06-28,2010-07-04,2010,7,26,10328,NA,NA,NA
France,NA,weekly,2010-07-05,2010-07-11,2010,7,27,9878,NA,NA,NA
France,NA,weekly,2010-07-12,2010-07-18,2010,7,28,9383,NA,NA,NA
France,NA,weekly,2010-07-19,2010-07-25,2010,7,29,9403,NA,NA,NA
France,NA,weekly,2010-07-26,2010-08-01,2010,8,30,9361,NA,NA,NA
France,NA,weekly,2010-08-02,2010-08-08,2010,8,31,9291,NA,NA,NA
France,NA,weekly,2010-08-09,2010-08-15,2010,8,32,9341,NA,NA,NA
France,NA,weekly,2010-08-16,2010-08-22,2010,8,33,9553,NA,NA,NA
France,NA,weekly,2010-08-23,2010-08-29,2010,8,34,9466,NA,NA,NA
France,NA,weekly,2010-08-30,2010-09-05,2010,9,35,9516,NA,NA,NA
France,NA,weekly,2010-09-06,2010-09-12,2010,9,36,9565,NA,NA,NA
France,NA,weekly,2010-09-13,2010-09-19,2010,9,37,9642,NA,NA,NA
France,NA,weekly,2010-09-20,2010-09-26,2010,9,38,9908,NA,NA,NA
France,NA,weekly,2010-09-27,2010-10-03,2010,10,39,10221,NA,NA,NA
France,NA,weekly,2010-10-04,2010-10-10,2010,10,40,10459,NA,NA,NA
France,NA,weekly,2010-10-11,2010-10-17,2010,10,41,10097,NA,NA,NA
France,NA,weekly,2010-10-18,2010-10-24,2010,10,42,10418,NA,NA,NA
France,NA,weekly,2010-10-25,2010-10-31,2010,10,43,10575,NA,NA,NA
France,NA,weekly,2010-11-01,2010-11-07,2010,11,44,10499,NA,NA,NA
France,NA,weekly,2010-11-08,2010-11-14,2010,11,45,10175,NA,NA,NA
France,NA,weekly,2010-11-15,2010-11-21,2010,11,46,10232,NA,NA,NA
France,NA,weekly,2010-11-22,2010-11-28,2010,11,47,10310,NA,NA,NA
France,NA,weekly,2010-11-29,2010-12-05,2010,12,48,10833,NA,NA,NA
France,NA,weekly,2010-12-06,2010-12-12,2010,12,49,10987,NA,NA,NA
France,NA,weekly,2010-12-13,2010-12-19,2010,12,50,11274,NA,NA,NA
France,NA,weekly,2010-12-20,2010-12-26,2010,12,51,11750,NA,NA,NA
France,NA,weekly,2011-01-10,2011-01-16,2011,1,2,11833,NA,NA,NA
France,NA,weekly,2011-01-17,2011-01-23,2011,1,3,11267,NA,NA,NA
France,NA,weekly,2011-01-24,2011-01-30,2011,1,4,11323,NA,NA,NA
France,NA,weekly,2011-01-31,2011-02-06,2011,2,5,11546,NA,NA,NA
France,NA,weekly,2011-02-07,2011-02-13,2011,2,6,11564,NA,NA,NA
France,NA,weekly,2011-02-14,2011-02-20,2011,2,7,11264,NA,NA,NA
France,NA,weekly,2011-02-21,2011-02-27,2011,2,8,11085,NA,NA,NA
France,NA,weekly,2011-02-28,2011-03-06,2011,3,9,10758,NA,NA,NA
France,NA,weekly,2011-03-07,2011-03-13,2011,3,10,10853,NA,NA,NA
France,NA,weekly,2011-03-14,2011-03-20,2011,3,11,10486,NA,NA,NA
France,NA,weekly,2011-03-21,2011-03-27,2011,3,12,10390,NA,NA,NA
France,NA,weekly,2011-03-28,2011-04-03,2011,4,13,10308,NA,NA,NA
France,NA,weekly,2011-04-04,2011-04-10,2011,4,14,10128,NA,NA,NA
France,NA,weekly,2011-04-11,2011-04-17,2011,4,15,9663,NA,NA,NA
France,NA,weekly,2011-04-18,2011-04-24,2011,4,16,10406,NA,NA,NA
France,NA,weekly,2011-04-25,2011-05-01,2011,5,17,10027,NA,NA,NA
France,NA,weekly,2011-05-02,2011-05-08,2011,5,18,10148,NA,NA,NA
France,NA,weekly,2011-05-09,2011-05-15,2011,5,19,9824,NA,NA,NA
France,NA,weekly,2011-05-16,2011-05-22,2011,5,20,9500,NA,NA,NA
France,NA,weekly,2011-05-23,2011-05-29,2011,5,21,9528,NA,NA,NA
France,NA,weekly,2011-05-30,2011-06-05,2011,6,22,9672,NA,NA,NA
France,NA,weekly,2011-06-06,2011-06-12,2011,6,23,9342,NA,NA,NA
France,NA,weekly,2011-06-13,2011-06-19,2011,6,24,9661,NA,NA,NA
France,NA,weekly,2011-06-20,2011-06-26,2011,6,25,9500,NA,NA,NA
France,NA,weekly,2011-06-27,2011-07-03,2011,7,26,9967,NA,NA,NA
France,NA,weekly,2011-07-04,2011-07-10,2011,7,27,9646,NA,NA,NA
France,NA,weekly,2011-07-11,2011-07-17,2011,7,28,9398,NA,NA,NA
France,NA,weekly,2011-07-18,2011-07-24,2011,7,29,9374,NA,NA,NA
France,NA,weekly,2011-07-25,2011-07-31,2011,7,30,9496,NA,NA,NA
France,NA,weekly,2011-08-01,2011-08-07,2011,8,31,9926,NA,NA,NA
France,NA,weekly,2011-08-08,2011-08-14,2011,8,32,9239,NA,NA,NA
France,NA,weekly,2011-08-15,2011-08-21,2011,8,33,9515,NA,NA,NA
France,NA,weekly,2011-08-22,2011-08-28,2011,8,34,9311,NA,NA,NA
France,NA,weekly,2011-08-29,2011-09-04,2011,9,35,9341,NA,NA,NA
France,NA,weekly,2011-09-05,2011-09-11,2011,9,36,9496,NA,NA,NA
France,NA,weekly,2011-09-12,2011-09-18,2011,9,37,9513,NA,NA,NA
France,NA,weekly,2011-09-19,2011-09-25,2011,9,38,9549,NA,NA,NA
France,NA,weekly,2011-09-26,2011-10-02,2011,10,39,9999,NA,NA,NA
France,NA,weekly,2011-10-03,2011-10-09,2011,10,40,9659,NA,NA,NA
France,NA,weekly,2011-10-10,2011-10-16,2011,10,41,9974,NA,NA,NA
France,NA,weekly,2011-10-17,2011-10-23,2011,10,42,10366,NA,NA,NA
France,NA,weekly,2011-10-24,2011-10-30,2011,10,43,10621,NA,NA,NA
France,NA,weekly,2011-10-31,2011-11-06,2011,11,44,10296,NA,NA,NA
France,NA,weekly,2011-11-07,2011-11-13,2011,11,45,10159,NA,NA,NA
France,NA,weekly,2011-11-14,2011-11-20,2011,11,46,10332,NA,NA,NA
France,NA,weekly,2011-11-21,2011-11-27,2011,11,47,10387,NA,NA,NA
France,NA,weekly,2011-11-28,2011-12-04,2011,12,48,10596,NA,NA,NA
France,NA,weekly,2011-12-05,2011-12-11,2011,12,49,10756,NA,NA,NA
France,NA,weekly,2011-12-12,2011-12-18,2011,12,50,10876,NA,NA,NA
France,NA,weekly,2011-12-19,2011-12-25,2011,12,51,11142,NA,NA,NA
France,NA,weekly,2012-01-09,2012-01-15,2012,1,2,11502,NA,NA,NA
France,NA,weekly,2012-01-16,2012-01-22,2012,1,3,11769,NA,NA,NA
France,NA,weekly,2012-01-23,2012-01-29,2012,1,4,11383,NA,NA,NA
France,NA,weekly,2012-01-30,2012-02-05,2012,2,5,11610,NA,NA,NA
France,NA,weekly,2012-02-06,2012-02-12,2012,2,6,12679,NA,NA,NA
France,NA,weekly,2012-02-13,2012-02-19,2012,2,7,13329,NA,NA,NA
France,NA,weekly,2012-02-20,2012-02-26,2012,2,8,13418,NA,NA,NA
France,NA,weekly,2012-02-27,2012-03-04,2012,3,9,13356,NA,NA,NA
France,NA,weekly,2012-03-05,2012-03-11,2012,3,10,12552,NA,NA,NA
France,NA,weekly,2012-03-12,2012-03-18,2012,3,11,12093,NA,NA,NA
France,NA,weekly,2012-03-19,2012-03-25,2012,3,12,11190,NA,NA,NA
France,NA,weekly,2012-03-26,2012-04-01,2012,4,13,10980,NA,NA,NA
France,NA,weekly,2012-04-02,2012-04-08,2012,4,14,10778,NA,NA,NA
France,NA,weekly,2012-04-09,2012-04-15,2012,4,15,10681,NA,NA,NA
France,NA,weekly,2012-04-16,2012-04-22,2012,4,16,10750,NA,NA,NA
France,NA,weekly,2012-04-23,2012-04-29,2012,4,17,10670,NA,NA,NA
France,NA,weekly,2012-04-30,2012-05-06,2012,5,18,10281,NA,NA,NA
France,NA,weekly,2012-05-07,2012-05-13,2012,5,19,10439,NA,NA,NA
France,NA,weekly,2012-05-14,2012-05-20,2012,5,20,9882,NA,NA,NA
France,NA,weekly,2012-05-21,2012-05-27,2012,5,21,10160,NA,NA,NA
France,NA,weekly,2012-05-28,2012-06-03,2012,6,22,9965,NA,NA,NA
France,NA,weekly,2012-06-04,2012-06-10,2012,6,23,9282,NA,NA,NA
France,NA,weekly,2012-06-11,2012-06-17,2012,6,24,9614,NA,NA,NA
France,NA,weekly,2012-06-18,2012-06-24,2012,6,25,9801,NA,NA,NA
France,NA,weekly,2012-06-25,2012-07-01,2012,7,26,10132,NA,NA,NA
France,NA,weekly,2012-07-02,2012-07-08,2012,7,27,9541,NA,NA,NA
France,NA,weekly,2012-07-09,2012-07-15,2012,7,28,9290,NA,NA,NA
France,NA,weekly,2012-07-16,2012-07-22,2012,7,29,9727,NA,NA,NA
France,NA,weekly,2012-07-23,2012-07-29,2012,7,30,10304,NA,NA,NA
France,NA,weekly,2012-07-30,2012-08-05,2012,8,31,9510,NA,NA,NA
France,NA,weekly,2012-08-06,2012-08-12,2012,8,32,9607,NA,NA,NA
France,NA,weekly,2012-08-13,2012-08-19,2012,8,33,9805,NA,NA,NA
France,NA,weekly,2012-08-20,2012-08-26,2012,8,34,9614,NA,NA,NA
France,NA,weekly,2012-08-27,2012-09-02,2012,9,35,8964,NA,NA,NA
France,NA,weekly,2012-09-03,2012-09-09,2012,9,36,9595,NA,NA,NA
France,NA,weekly,2012-09-10,2012-09-16,2012,9,37,9605,NA,NA,NA
France,NA,weekly,2012-09-17,2012-09-23,2012,9,38,9664,NA,NA,NA
France,NA,weekly,2012-09-24,2012-09-30,2012,9,39,9885,NA,NA,NA
France,NA,weekly,2012-10-01,2012-10-07,2012,10,40,10496,NA,NA,NA
France,NA,weekly,2012-10-08,2012-10-14,2012,10,41,10319,NA,NA,NA
France,NA,weekly,2012-10-15,2012-10-21,2012,10,42,10475,NA,NA,NA
France,NA,weekly,2012-10-22,2012-10-28,2012,10,43,10290,NA,NA,NA
France,NA,weekly,2012-10-29,2012-11-04,2012,11,44,10697,NA,NA,NA
France,NA,weekly,2012-11-05,2012-11-11,2012,11,45,10880,NA,NA,NA
France,NA,weekly,2012-11-12,2012-11-18,2012,11,46,10692,NA,NA,NA
France,NA,weekly,2012-11-19,2012-11-25,2012,11,47,10449,NA,NA,NA
